sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Positive,Positive,Neutral,Positive,Makanya gk heran jika sampah plastik PET menjadi primadona dunia. Ketua Umum Asosiasi Daur Ulang Plastik Indonesia (ADUPI) Christine Halim mengatakan sampah plastik PET (polyethylene terephthalate) sangat diminati industri daur ulang di seluruh dunia.  
Neutral,Negative,Negative,Negative,Cleo merupakan merek air minum dalam kemasan di Indonesia yang memanfaatkan biji plastik murni dan bukan biji plastik hasil daur ulang 
Positive,Neutral,Positive,Neutral,Penggunaan plastik Indonesia sangat memprihatikan sekali karena itu daur ulang sampah plastik harus dilakukan.
Positive,Neutral,Positive,Neutral,Dukung gerakan daur ulang kurangi sampah plastik di Indonesia.
Negative,Negative,Neutral,Negative,Press Release : Pelet Plastik Daur Ulang Dari Indonesia Mengandung Bahan Kimia Beracun 
Positive,Neutral,Positive,Positive,Inovatif Mahasiswa ITS Bikin Alat Daur Ulang Limbah Plastik Menjadi BBM Sumber:  | Media Kolaborasi Indonesia.  #its #limbahplastik #daurulang #bbm #beritapendidikan #surabayanews #itsnews #jatimnews #ketikmedia #beritaterkini 
Negative,Negative,Neutral,Negative,Daur Ulang Sampah Plastik di Indonesia Masih Minim Menyentuh 7 Persen 
Negative,Positive,Positive,Positive,@HudaAuliaR @Why_Sudrajad @asumsico Tujuan impor sampah plastik terutama untuk bahan baku daur ulang yang lebih murah dibandingkan plastik baru. Ini menguntungkan industri daur ulang dan ekonomi terutama di negara berkembang seperti Indonesia dengan margin keuntungan 5-20%. Namun ada tantangan besar. Banyak
Positive,Neutral,Neutral,Positive,Bank Mandiri Terbitkan Kartu Debit dan E-Money Plastik Daur Ulang Pertama di Indonesia 
Neutral,Neutral,Neutral,Positive,PB PASI Gandeng Mills Jersey Timnas Indonesia Dibuat dari Daur Ulang Sampah Plastik 
Neutral,Neutral,Neutral,Positive,Daur Ulang Plastik menjadi BBM Made in Indonesia...
Positive,Positive,Neutral,Neutral,- PT Venteny Fortuna International Tbk (VENTENY) berkolaborasi dengan PT Plastic Bank Indonesia (Plastic Bank) untuk mengumpulkan lebih dari 20 ribu kg plastik daur ulang yang setara dengan satu juta botol plastik hingga tahun 2024. Aksi ini diharapkan 
Positive,Neutral,Neutral,Positive,Pertama di Indonesia Bank Mandiri Terbitkan Kartu Debit dan E-Money Berbahan Plastik Daur Ulang #bankmandiri #emoney 
Neutral,Positive,Neutral,Positive,&lt;p&gt;PT Bank Negara Indonesia Tbk (BNI) menyediakan mesin otomatis untuk mendukung layanan daur ulang botol plastik dan kaleng bekas dalam acara Java Jazz Festival 2024 di JIEXPO Kemayoran Jakarta&lt;/p&gt; 
Positive,Positive,Neutral,Positive,PT ALBA Tridi Plastics Recycling Indonesia mendapatkan pinjaman @ADB_HQ untuk pembangunan fasilitas daur ulang plastik PET di Indonesia 🇮🇩. ALBA Group adalah perusahaan daur ulang dari Jerman yang berkiprah di beberapa negara Asia termasuk Indonesia. 🇮🇩🇩🇪
Neutral,Neutral,Positive,Positive,@TMIHARINI Sebenarnya memang Indonesia butuh sampah plastik dari jepang utk di daur ulang karena sampah plastik Indonesia klo mau didaur ulang butuh banyak proses karena tercampur dgn sampah yg lain. Dan sampah dari jepang itu lebih murah harganya.
Neutral,Neutral,Positive,Positive,Berkontribusi dalam Pengelolaan Sampah Plastik di Indonesia Ini Unit Bisnis Daur Ulang yang Berdayakan Pemulung Jadi Pelaku Industri Ekonomi Sirkular 
Positive,Positive,Neutral,Positive,Coca-Cola Europacific Partners Indonesia dan Dynapack Asia resmikan fasilitas daur ulang botol plastik PET di Bekasi.  #Sustainable #Sustainability #Berkelanjutan #Keberlanjutan #CSR #MajalahCSRid #Indonesia #BisnisBerkelanjutan #BotolPET #BotolPlastik
Neutral,Positive,Neutral,Positive,Daur Ulang Botol Plastik Menjadi Tempat Pensil di Indonesia 
Positive,Neutral,Positive,Neutral,Hari Lingkungan Hidup Dunia Vale Ajak Ibu PKK se-Loeha Raya Belajar Daur Ulang Sampah Plastik: Perusahaan tambang Vale Indonesia Tbk (PT Vale) menggelar rangkaian kegiatan peringatan  #News #Harilingkunganhidupsedunia #Harilingkunganhidupdunia #IbuPKK
Positive,Neutral,Neutral,Neutral,Deklarasi monumental itu ditandatangani oleh ketua umum/sekjen sejumlah lembaga yang dimotori oleh Asosiasi Daur Ulang Plastik Indonesia( ADUPI) kemudian Asosiasi Bank Sampah Indonesia (ASOBSI) Indonesia Plastic Recyclers (IPR) Ikatan Pemulung Indonesia (IPI)
Neutral,Neutral,Neutral,Negative,Pameran Gaun Daur Ulang dari Limbah Plastik Curi Perhatian di CPI: Ada pemandangan tak biasa di Center Point of Indonesia (CPI) Makassar pada perayaan ulang tahun ke-37 Pramita Minggu 6 Oktober 2024.  #news #CPI #Gaundaurulang #pameran #pramita
Neutral,Positive,Neutral,Positive,Gandeng Dynapack Asia CCEP Indonesia Resmikan Fasilitas Daur Ulang Botol Plastik | Harian Momentum 
Positive,Positive,Neutral,Positive,Semakin banyak mesin olah sampah plastik semakin bagus. Btw ada juga loh sampah plastik yang sulit di daur ulang dan yang mudah. Yuk kenali jenisnya Indonesia Urutan 2 di Dunia Hasilkan Sampah Plastik Vokasi UI Hadirkan Mesin Olah Sampah Plastik 
Neutral,Neutral,Neutral,Positive,Anak artis Amerika Serikat Zooey Deschanel viral karena kirim surat ke Startup daur ulang Indonesia request plastik rasa cokelat. 
Positive,Positive,Neutral,Positive,Dalam peluncuran pabrik daur ulang botol plastik CCEP Indonesia dan Dynapack Asia mempromosikan pendekatan yang disebut-sebut akan memacu ekonomi sirkular dan membantu mengatasi masalah lingkungan. Baca artikel selengkapnya di Green Network Indonesia: 
Neutral,Neutral,Positive,Positive,Pakaian dari Bahan Daur Ulang Plastik Turut Meriahkan Festival Muaro di Indonesia  Festival Muaro di Kota Padang Sumatera Barat telah diadakan pada...
Neutral,Negative,Neutral,Negative,Coba kalau gini apa gak malu kita ? Bukan prestasi yg mendunia tapi malah sampahnya yg mendunia. Pabrik daur ulang sampah hrus digalakkan agar ekonomi sirkular jg makin tumbuh. Saat Sampah Plastik dari Indonesia Ditemukan Terdampar hingga Afrika 
Negative,Positive,Positive,Positive,Padahal banyak potensi cuan yang bisa dihasilkan dri daur ulang sampah yang bisa jadi pengembangan ekonomi sirkular. Tingkat Daur Ulang Sampah Plastik di Indonesia Masih Rendah 
Positive,Positive,Neutral,Positive,Coca-Cola Europacific Partners Indonesia dan Dynapack Asia Memungkinkan Sirkulasi Lokal untuk Botol Plastik dengan Pendirian Fasilitas Daur Ulang PET Amandina Bumi Nusantara dan Yayasan Mahija Parahita Nusantara Copy 
Positive,Neutral,Positive,Positive,Indonesia mampu melakukannya tinggal menunggu gercep mas @gibran_tweet &amp; @prabowo membuat aturan setiap kota &amp; kabupaten harus punya BUMD pabrik daur ulang plastik &amp; lain secara serentak. Serapan tenaga kerjanya bisa menumbuhkan ekonomi Indonesia. Bravo @jokowi @cakimiNOW
Negative,Negative,Neutral,Negative,New Post: Daur Ulang Sampah Indonesia Baru Bisa Atasi 10 Persen Sampah Plastik 
Positive,Positive,Neutral,Positive,Ketua Umum Asosiasi Daur Ulang Plastik Indonesia (Adupi) Christine Halim mengungkapkan industri daur ulang mampu menjadi penghubung dalam lingkaran #EkonomiSirkular yang selama ini tidak tersambung. Stage 1 
Positive,Neutral,Neutral,Neutral,its/ random thought bisa ga ya uang kertas di sini jadinya make bahan jenis plastik kayak di luar negeri? Atau make plastik daur ulang yg kebuang gitu... sekalian olah sampah plastik...
Neutral,Neutral,Positive,Positive,Siapa bilang sampah tidak berharga? Letda Inf. Sunariyono prajurit Kodam V/Brawijaya sukses olah sampah plastik jadi sumber penghasilan! Simak kisahnya di Podcast Kodam V/Brawijaya. Simak selengkapnya disini  
Neutral,Neutral,Neutral,Positive,Hari Bumi Sedunia Citraland Konsisten Olah Puluhan Ton Sampah Plastik hingga Bangun EV Charging 
Neutral,Neutral,Positive,Positive,KREATIF! Diblokade Israel Warga Gaza Olah Sampah Plastik Jadi Bahan Bakar -  
Neutral,Neutral,Neutral,Positive,Cuaca Buruk Nelayan Putar Otak Olah Sampah Plastik  
Positive,Neutral,Positive,Positive,Keren Mahasiswa UGM ini Berhasil Olah Sampah Plastik Menjadi Minyak  
Neutral,Neutral,Neutral,Positive,Warga Dusun Sawah Garung Loji Olah Sampah Plastik Jadi BBM  
Positive,Neutral,Positive,Positive,Kemenperin Temukan Inovasi Olah Sampah Plastik Jadi BBM Setara Solar!   
Neutral,Neutral,Positive,Positive,Jatim Jajaki Olah Sampah Plastik jadi Listrik Untuk Industri  
Neutral,Neutral,Positive,Positive,Manfaatkan Limbah Warga Olah Sampah Plastik Menjadi Tenun 
Neutral,Neutral,Positive,Positive,Cerita Pria di Samarinda Berhasil Olah Sampah Plastik jadi Bahan Bakar Minyak  #GreenWall #greenx #iknkita #IKNnusantara #IKNSejahterakanIndonesia #Samarinda #KalimantanTimur #city #Indonesia #Oil #Kalimantan #CleanEnergy #cleanscience #CleanUp
Positive,Positive,Neutral,Positive,Pabrik Daur Ulang Grup ALBA Mampu Olah Sampah Plastik 48.000 Ton/Tahun 
Neutral,Neutral,Neutral,Positive,Ini Dia Cara Olah Sampah Plastik Jadi Bahan Baku 3D Printing 
Neutral,Neutral,Neutral,Positive,Warga Siten Olah Sampah Plastik Jadi Minyak Tanah  via @radarjogja
Neutral,Neutral,Neutral,Positive,Pemkab Kobar Cari Ide Olah Sampah Plastik Menjadi Barang Ekonomi 
Neutral,Neutral,Neutral,Positive,Pemkab Kobar Cari Ide Olah Sampah Plastik agar Bernilai Ekonomis 
Neutral,Neutral,Neutral,Positive,KKN UAD Bantu Warga Olah Sampah Plastik Jadi Bahan Bakar Diesel -  - #uad #universitasahmaddahlan #uadunggul #weareuad #muhammadiyah #islamberkemajuan #unggul #newsuad
Positive,Neutral,Neutral,Positive,Pabrik Kertas di Mojokerto Ini Bakal Olah Sampah Plastik Jadi Energi Listrik #jawatimur 
Neutral,Neutral,Positive,Positive,Warga RT 02 Gang Pande Lamaru Olah Sampah Plastik jadi Kerajinan Ini Hasilnya  via @tribunkaltim
Neutral,Neutral,Positive,Neutral,MNC Peduli dan MNC Sekuritas Dukung PKK Sumur Batu Olah Sampah Plastik #Sindonews #BukanBeritaBiasa .
Neutral,Neutral,Positive,Positive,Kota Bogor Siap Olah Sampah Plastik  
Neutral,Neutral,Neutral,Positive,KREATIF WBP LAPAS TANJUNGPANDAN OLAH SAMPAH PLASTIK MENJADI MEDIA TANAM HIDROPONIK. 
Neutral,Neutral,Neutral,Positive,Olah Sampah Plastik Jadi Pupuk Pemkab Karo dan PT NSES Jalin Kerja Sama  
Neutral,Neutral,Positive,Positive,KLHK ajak masyarakat olah sampah plastik jadi sumber daya ekonomi 
Neutral,Neutral,Neutral,Positive,Olah Sampah Plastik Dengan Proses Pirolisis  via @YouTube
Neutral,Neutral,Positive,Positive,Kreatif Petugas UPK Badan Air Duren Sawit Olah Sampah Plastik Dari Sungai Jadi Pernak-pernik  
Neutral,Neutral,Positive,Positive,Keren! Warga di Pinggiran Ibu Kota Olah Sampah Plastik Jadi Berkah  
Positive,Neutral,Neutral,Positive,mimpi punya rumah baca di pancoran terus tinggalnya di kalibata city. rame banget anak-anaknya sambil belajar olah sampah plastik. sayangnya mesti kebangun. dahlah ngopi dulu baru lanjut tidur lagi
Positive,Neutral,Positive,Positive,Inovasi Sampah Anorganik Warga Yogyakarta Olah Limbah Plastik Jadi Produk Batako 
Neutral,Neutral,Neutral,Positive,DLH Tanjungpinang Olah Sampah Plastik Jadi BBM 
Neutral,Neutral,Positive,Positive,Inovatif Warga Boyolali Olah Sampah Plastik Jadi Bahan Bangunan 
Neutral,Neutral,Positive,Positive,Warga Cilegon Olah Sampah Plastik Jadi BBM Sebulan Hasilkan 800 Liter 
Neutral,Neutral,Positive,Positive,Warga Sukoharjo Olah Sampah Plastik Jadi BBM Solar Dijual Rp7.000/Liter 
Positive,Neutral,Positive,Neutral,Olah Sampah Plastik Program Bersih Indonesia Buka 3.000 Lapangan Kerja 
Neutral,Neutral,Positive,Positive,Warga Sukoharjo Olah Sampah Plastik Jadi BBM Pertalite Dijual Rp7.000/Liter 
Neutral,Neutral,Neutral,Positive,Gaet Perusahaan Asal Inggris Pemkot Bogor Akan Olah Sampah Plastik di Galuga 
Neutral,Neutral,Positive,Positive,Fakta-Fakta Warga Sukoharjo Olah Sampah Plastik Jadi BBM Solar Dijual Murah 
Neutral,Neutral,Neutral,Positive,Inovasi Brigadir Agus Hartono Olah Sampah Plastik Jadi BBM Solar di Kolaka 
Positive,Neutral,Positive,Neutral,MNC Peduli dan MNC Sekuritas Ajak Anggota PKK Bantar Gebang Olah Sampah Plastik  #mncpeduli
Positive,Neutral,Positive,Positive,Siswa SMPN 56 Batam Olah Sampah Plastik Jadi Kursi Ecobrick Kreatif #batam 
Neutral,Neutral,Neutral,Positive,Kelompok ekowisata Desa Kulati olah sampah plastik jadi BBM solar 
Neutral,Neutral,Positive,Positive,Wuih... Warga Banjarnegara Olah Sampah Plastik Jadi BBM Setara Pertamina Dex 
Positive,Neutral,Neutral,Positive,Industrialisasi untuk Zero Waste Kini NTB Mampu Olah Sampah Plastik Menjadi Solar 
Neutral,Neutral,Positive,Positive,Keren DLHK3 Banda Aceh Olah Sampah plastik Jadi Minyak Mentah 
Positive,Neutral,Positive,Positive,Kreatifitas Olah Sampah Plastik Jadi Furniture Cantik Sampah plastik telah lama menjadi masalah lingkungan hidup karena begitu sulit terurai secara alami. Namun di tangan ... 
Neutral,Neutral,Neutral,Positive,DLHK3 Banda Aceh Olah Sampah plastik Jadi Minyak Mentah dengan Teknologi Pirolisis  
Positive,Neutral,Neutral,Neutral,Kemenparekraf dan SmesHub Kolaborasi Olah Sampah Plastik Sandiaga Uno: Ciptakan Lapangan Kerja 
Neutral,Neutral,Positive,Positive,BUMDesa Bagus di Kabupaten Malang Olah Sampah Plastik Jadi BBM  #timesindonesia #ketahananinformasi #beritabaik
Neutral,Neutral,Positive,Positive,KLHK Ajak Masyarakat Olah Sampah Plastik Jadi Sumber Daya Ekonomi 
Neutral,Neutral,Neutral,Positive,Chandra Asri Gandeng Sinar Mas Olah Sampah Plastik Untuk Aspal Jalan 
Positive,Neutral,Positive,Positive,Bupati Banyumas Ajak Masyarakat Olah Sampah Plastik Menjadi Paving 
Neutral,Neutral,Positive,Positive,Perusahaan Inggris Olah Sampah Plastik Kabupaten Bogor Jadi Biodiesel 
Positive,Neutral,Positive,Positive,Mahasiswa Universitas Muhammadiyah Malang Olah Sampah Plastik Jadi Bahan Baku Furniture Simak! - Tribun Jatim 
Neutral,Neutral,Neutral,Positive,Warga Sleman olah sampah plastik jadi BBM 
Positive,Neutral,Neutral,Positive,DLHK3 Banda Aceh Olah Sampah Plastik Jadi Minyak Mentah dengan Teknologi Pirolisis 
Positive,Neutral,Positive,Positive,Cara PLN Peduli Lingkungan Olah Sampah Plastik Jadi Paving Block: Guna membantu mengatasi permasalahan sampah PT PLN (Persero) Unit Induk Wilayah Sulselrabar memberikan Bantuan Pengembangan Paving Block dari Sampah  #News #PLNpedulilingkungan #PTPLN
Neutral,Neutral,Neutral,Positive,DLH Tanjungpinang Olah Sampah Plastik Jadi Paving Blok 
Positive,Neutral,Positive,Positive,Dituntut Terampil Anak didik LPKA Lombok Tengah Olah sampah plastik menjadi kerajinan bernilai jual Berita Selengkapnya...  
Neutral,Neutral,Positive,Positive,Peduli Lingkungan Olah Sampah Plastik Jadi Bunga Cantik 
Neutral,Neutral,Neutral,Positive,BRIN Perkenalkan Olah Sampah Kantong Plastik dengan Teknologi Ecobrick 
Positive,Neutral,Neutral,Neutral,Bank Sampah se-Kota Kediri Ikuti Workshop Olah Sampah Plastik 
Neutral,Positive,Neutral,Positive,Tangani Masalah Sampah Buangdisini Aktif Beli dan Olah Sampah Plastik 
Neutral,Neutral,Neutral,Positive,Abdimas Tim Dosen ITN Malang Olah Sampah Plastik jadi Paving 
Positive,Neutral,Neutral,Positive,Keren Pemuda di Pesisir Kota Pasuruan Ini olah Sampah Plastik Jadi BBM  lewat @WartaBromo #beritahariini #beritapasuruan #beritalumajang #beritaprobolinggo #infolumajang #infoprobolinggo #infopasuruan #instatoday #trendingtopic #infoterkini
Positive,Neutral,Neutral,Neutral,Peduli lingkungan LPDP latih 50 anak olah sampah plastik jadi barang bernilai 
Positive,Neutral,Positive,Positive,Mampu Olah Sampah Plastik jadi BBM Desa Sidorekso Akan Dapat Bankeu Rp500 Juta 
Neutral,Neutral,Positive,Positive,Kreatif Warga Lima Puluh Kota Olah Sampah Plastik Jadi Paving Block 
Neutral,Neutral,Neutral,Positive,BRIN dan Pemkot Semarang Olah Sampah Plastik Jadi BBM 
Neutral,Neutral,Neutral,Neutral,Butuh Waktu 9 Jam Warga Cilegon Olah Sampah Plastik Jadi BBM 
Positive,Neutral,Neutral,Positive,Olah Sampah Plastik Jadi Bahan Bakar BRIN dan Bank Sampah Banjarnegara Kembangkan PETASOL 
Neutral,Neutral,Positive,Positive,Napi Rutan Olah Sampah Plastik Jadi Perhiasan Adat Bugis Makassar 
Neutral,Neutral,Neutral,Positive,#News #antara #antaranews #antaranews #aremaniainfo Kelompok ekowisata Desa Kulati olah sampah plastik jadi BBM solar ANTARA News 
Positive,Neutral,Positive,Positive,Sampah plastik biasanya menjadi masalah karena susah terurai dan menumpuk di TPA. Namun warga Gunung Pati Semarang memiliki inovasi pengolahan sampah plastik. Mereka menyulap sampah plastik menjadi bahan bakar minyak (BBM) dengan alat rakitan sendiri dari bahan bekas. Simak 
Neutral,Negative,Neutral,Negative,Project MERIT dari @pplhbali_ ungkap fakta menarik: 70% sampah di Bali adalah organik. Bukan cuma sampah plastik yang bahaya sampah organik juga ancaman karena menghasilkan gas metana saat membusuk. Metana lebih berbahaya dari CO₂ dalam hal pemanasan global &amp; kesehatan. 
Negative,Negative,Neutral,Negative,Liputan penting: Pabrik Tahu di Surabaya pakai Bahan Bakar Sampah Plastik sehingga kontaminasi dioksinnya sangat tinggi Kayaknya kebanyakan orang Indonesia gak tahu bahaya membakar sampah plastik ya? 
Neutral,Negative,Neutral,Negative,Sampah gelas plastik Aqua jadi salah satu biang kerok peningkatan drastis timbulan sampah di Bali selama 10 tahun terakhir. Isu ini yang sejalan dengan Permen LHK 75/2019 menjadi latar belakang munculnya SE Gubernur Bali jelang Hari Bumi 2025 terkait larangan produksi air 
Neutral,Neutral,Positive,Positive,Keren banget ya ini.. Warga Gunungpati Semarang ubah sampah plastik jadi bahan bakar minyak 
Negative,Positive,Positive,Positive,Indonesia buang 68 5 juta ton sampah per tahun. 17% di antaranya plastik. Kalau setengahnya aja diolah kayak gini kita bisa: ▪️Kurangi tumpukan sampah ▪️Kurangi impor BBM ▪️Buka lapangan kerja lokal Tapi ya... semua balik ke satu hal: Kemauan politik. 
Neutral,Negative,Negative,Negative, nonton dah ancur banget buset bahan bakarnya pake sampah plastik... gmn org ga pada gampang sakit skrg
Negative,Neutral,Neutral,Neutral,Perusahaan lain udah ngapain aja nih buat ngelola sampah plastik? (bertanya dengan nada lembut)  
Positive,Neutral,Neutral,Neutral,Gubernur Bali Wayan Koster menunjukkan komitmen serius dalam menuntaskan persoalan sampah di Pulau Dewata. Berbagai instrumen kebijakan dan langkah nyata pun disiapkan sebagai bagian strategi dan langkah besar membebaskan Bali dari sampah khususnya sampah plastik. Wayan Koster 
