sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Neutral,Neutral,Positive,Positive,cerita pria samarinda hasil olah sampah plastik jadi bahan bakar minyak greenwall greenx iknkita iknnusantara iknsejahterakanindonesia samarinda kalimantantimur city indonesia oil kalimantan cleanenergy cleanscience cleanup
Positive,Positive,Neutral,Positive,pabrik daur ulang grup alba mampu olah sampah plastik 48  00 ton  tahun
Neutral,Neutral,Neutral,Positive,cara olah sampah plastik jadi bahan baku 3d printing
Neutral,Neutral,Neutral,Positive,warga siten olah sampah plastik jadi minyak tanah via
Neutral,Neutral,Neutral,Positive,pemkab kobar cari ide olah sampah plastik jadi barang ekonomi
Neutral,Neutral,Neutral,Positive,pemkab kobar cari ide olah sampah plastik nila ekonomis
Neutral,Neutral,Neutral,Positive,kkn uad bantu warga olah sampah plastik jadi bahan bakar diesel - - uad universitasahmaddahlan uadunggul weareuad muhammadiyah islamberkemajuan unggul newsuad
Positive,Neutral,Neutral,Positive,pabrik kertas mojokerto bakal olah sampah plastik jadi energi listrik jawatimur
Neutral,Neutral,Positive,Positive,warga rt 02 gang pande lamaru olah sampah plastik jadi rajin hasil via
Neutral,Neutral,Positive,Neutral,mnc peduli mnc sekuritas dukung pkk sumur batu olah sampah plastik sindonews bukanberitabiasa 
Neutral,Neutral,Positive,Positive,kota bogor siap olah sampah plastik
Neutral,Neutral,Neutral,Positive,kreatif wbp lapas tanjungpandan olah sampah plastik jadi media tanam hidroponik 
Neutral,Neutral,Neutral,Positive,olah sampah plastik jadi pupuk pemkab karo pt nses jalin kerja sama
Neutral,Neutral,Positive,Positive,klhk ajak masyarakat olah sampah plastik jadi sumber daya ekonomi
Neutral,Neutral,Neutral,Positive,olah sampah plastik proses pirolisis via
Neutral,Neutral,Positive,Positive,kreatif tugas upk badan air duren sawit olah sampah plastik sungai jadi pernak - pernik
Neutral,Neutral,Positive,Positive,keren  warga pinggir ibu kota olah sampah plastik jadi berkah
Positive,Neutral,Neutral,Positive,mimpi punya rumah baca pancoran terus tinggal kalibata city  rame banget anak - anak ajar olah sampah plastik  sayang mesti bangun  dah ngopi dulu baru lanjut tidur
Positive,Neutral,Positive,Positive,inovasi sampah anorganik warga yogyakarta olah limbah plastik jadi produk batako
Neutral,Neutral,Neutral,Positive,dlh tanjungpinang olah sampah plastik jadi bbm
Neutral,Neutral,Positive,Positive,inovatif warga boyolali olah sampah plastik jadi bahan bangun
Neutral,Neutral,Positive,Positive,warga cilegon olah sampah plastik jadi bbm bulan hasil 800 liter
Neutral,Neutral,Positive,Positive,warga sukoharjo olah sampah plastik jadi bbm solar jual rp7  00  liter
Positive,Neutral,Positive,Neutral,olah sampah plastik program bersih indonesia buka 3  00 lapang kerja
Neutral,Neutral,Positive,Positive,warga sukoharjo olah sampah plastik jadi bbm pertalite jual rp7  00  liter
Neutral,Neutral,Neutral,Positive,gaet usaha asal inggris pemkot bogor olah sampah plastik galuga
Neutral,Neutral,Positive,Positive,fakta - fakta warga sukoharjo olah sampah plastik jadi bbm solar jual murah
Neutral,Neutral,Neutral,Positive,inovasi brigadir agus hartono olah sampah plastik jadi bbm solar kolaka
Positive,Neutral,Positive,Neutral,mnc peduli mnc sekuritas ajak anggota pkk bantar gebang olah sampah plastik mncpeduli
Positive,Neutral,Positive,Positive,siswa smpn 56 batam olah sampah plastik jadi kursi ecobrick kreatif batam
Neutral,Neutral,Neutral,Positive,kelompok ekowisata desa kulat olah sampah plastik jadi bbm solar
Neutral,Neutral,Positive,Positive,wuih  warga banjarnegara olah sampah plastik jadi bbm tara pertamina dex
Positive,Neutral,Neutral,Positive,industrialisasi zero waste kini ntb mampu olah sampah plastik jadi solar
Neutral,Neutral,Positive,Positive,keren dlhk3 banda aceh olah sampah plastik jadi minyak mentah
Positive,Neutral,Positive,Positive,kreatifitas olah sampah plastik jadi furniture cantik sampah plastik lama jadi masalah lingkung hidup sulit urai cara alami  tangan 
Neutral,Neutral,Neutral,Positive,dlhk3 banda aceh olah sampah plastik jadi minyak mentah teknologi pirolisis
Positive,Neutral,Neutral,Neutral,kemenparekraf smeshub kolaborasi olah sampah plastik sandiaga uno  cipta lapang kerja
Neutral,Neutral,Positive,Positive,bumdesa bagus kabupaten malang olah sampah plastik jadi bbm timesindonesia ketahananinformasi beritabaik
Neutral,Neutral,Positive,Positive,klhk ajak masyarakat olah sampah plastik jadi sumber daya ekonomi
Neutral,Neutral,Neutral,Positive,chandra asri gandeng sinar mas olah sampah plastik aspal jalan
Positive,Neutral,Positive,Positive,bupati banyumas ajak masyarakat olah sampah plastik jadi paving
Neutral,Neutral,Positive,Positive,usaha inggris olah sampah plastik kabupaten bogor jadi biodiesel
Positive,Neutral,Positive,Positive,mahasiswa universitas muhammadiyah malang olah sampah plastik jadi bahan baku furniture simak  - tribun jatim
Neutral,Neutral,Neutral,Positive,warga sleman olah sampah plastik jadi bbm
Positive,Neutral,Neutral,Positive,dlhk3 banda aceh olah sampah plastik jadi minyak mentah teknologi pirolisis
Positive,Neutral,Positive,Positive,cara pln peduli lingkung olah sampah plastik jadi paving block  bantu atas masalah sampah pt pln  persero  unit induk wilayah sulselrabar beri bantu kembang paving block sampah news plnpedulilingkungan ptpln
Neutral,Neutral,Neutral,Positive,dlh tanjungpinang olah sampah plastik jadi paving blok
Positive,Neutral,Positive,Positive,tuntut terampil anak didik lpka lombok tengah olah sampah plastik jadi rajin nila jual berita lengkap 
Neutral,Neutral,Positive,Positive,peduli lingkung olah sampah plastik jadi bunga cantik
Neutral,Neutral,Neutral,Positive,brin kenal olah sampah kantong plastik teknologi ecobrick
Positive,Neutral,Neutral,Neutral,bank sampah se - kota diri ikut workshop olah sampah plastik
Neutral,Positive,Neutral,Positive,tangan masalah sampah buangdisini aktif beli olah sampah plastik
Neutral,Neutral,Neutral,Positive,abdimas tim dosen itn malang olah sampah plastik jadi paving
Positive,Neutral,Neutral,Positive,keren pemuda pesisir kota pasuruan olah sampah plastik jadi bbm lewat beritahariini beritapasuruan beritalumajang beritaprobolinggo infolumajang infoprobolinggo infopasuruan instatoday trendingtopic infoterkini
Positive,Neutral,Neutral,Neutral,peduli lingkung lpdp latih 50 anak olah sampah plastik jadi barang nila
Positive,Neutral,Positive,Positive,mampu olah sampah plastik jadi bbm desa sidorekso bankeu rp500 juta
Neutral,Neutral,Positive,Positive,kreatif warga lima puluh kota olah sampah plastik jadi paving block
Neutral,Neutral,Neutral,Positive,brin pemkot semarang olah sampah plastik jadi bbm
Neutral,Neutral,Neutral,Neutral,butuh waktu 9 jam warga cilegon olah sampah plastik jadi bbm
Positive,Neutral,Neutral,Positive,olah sampah plastik jadi bahan bakar brin bank sampah banjarnegara kembang petasol
Neutral,Neutral,Positive,Positive,napi rutan olah sampah plastik jadi hias adat bugis makassar
Neutral,Neutral,Neutral,Positive,news antaranews antaranews aremaniainfo kelompok ekowisata desa kulat olah sampah plastik jadi bbm solar news
Positive,Neutral,Positive,Positive,sampah plastik biasa jadi masalah susah urai tumpuk tpa  warga gunung pati semarang milik inovasi olah sampah plastik  sulap sampah plastik jadi bahan bakar minyak  bbm  alat rakit sendiri bahan bekas  simak
Neutral,Negative,Neutral,Negative,project rit ungkap fakta tarik  70  sampah bal organik  bukan cuma sampah plastik bahaya sampah organik ancam hasil gas metana busuk  metana lebih bahaya co panas global  amp  sehat 
Negative,Negative,Neutral,Negative,liput penting  pabrik tahu surabaya pakai bahan bakar sampah plastik kontaminasi dioksin sangat tinggi kayak banyak orang indonesia gak tahu bahaya bakar sampah plastik 
Neutral,Negative,Neutral,Negative,sampah gelas plastik aqua jadi salah satu biang kerok tingkat drastis timbul sampah bal lama 10 tahun akhir  isu jalan permen lhk 75  2019 jadi latar belakang muncul se gubernur bal jelang hari bumi 2025 kait larang produksi air
Neutral,Neutral,Positive,Positive,keren banget  warga gunungpati semarang ubah sampah plastik jadi bahan bakar minyak
Negative,Positive,Positive,Positive,indonesia buang 68 5 juta ton sampah per tahun  17  plastik  kalau tengah aja olah kayak gin  black small squarekurangi tumpu sampah black small squarekurangi impor bbm black small squarebuka lapang kerja lokal  semua balik satu  mau politik 
Neutral,Negative,Negative,Negative,nonton dah ancur banget buset bahan bakar pake sampah plastik  gmn org ga gampang sakit skrg
Negative,Neutral,Neutral,Neutral,usaha udah ngapain aja nih buat ngelola sampah plastik   tanya nada lembut 
Positive,Neutral,Neutral,Neutral,gubernur bal wayan koster tunjuk komitmen serius tuntas soal sampah pulau dewata  bagai instrumen bijak langkah nyata siap bagai strategi langkah besar bebas bal sampah khusus sampah plastik  wayan koster
Neutral,Negative,Neutral,Negative,400 juta ton sampah plastik tahun yg produksi manusia  gila  image from
Positive,Neutral,Neutral,Neutral,ngomongin sampah danone aqua kalian sering dengar lihat kampanye danone aqua soal peduli lingkung jelang hari bumi 2025  nah momen hari bumi pas banget buat lihat janji  amp  komitmen soal sampah plastik
Positive,Neutral,Positive,Positive,kasut gaya sampah plastik  buah syarikat nigeria salubata jaya cipta kasut modular ubah suai sampah plastik kitar mula 
Positive,Neutral,Positive,Positive,video cara buat beras plastik  periksafakta factcheck bukan proses buat beras plastik fakta  video proses daur ulang sampah plastik jadi pelet plastik  
Neutral,Negative,Neutral,Negative,amdk gelas plastik sampah kecil cari lingkung
Neutral,Negative,Neutral,Negative, jadwal baru car free day april 2025   halo warga surabaya  ikut jadwal baru car free day  cfd  hari  tiap minggu alarm clock waktu  06  00 - 09  00 wib tips cfd  pakai nyaman bawa botol minum ramah lingkung hindar sampah plastik
Neutral,Negative,Neutral,Negative,10 jenis sampah plastik paling lama urai butuh 6 abad
Positive,Negative,Neutral,Negative,awal yg bagus ikut dg perda kurang pakai plastik sekali pakai improvement tangan sampah edukasi masyarakat yg ter terus
,Negative,Negative,Negative,recycling sampah sulit pisah  baru diajarin buang sampah tempat  bandel jug  buang sampah pilah tempat  plastik punya banyak zat aditif  warna elastomer  per brand beda  direcycle bareng hasil jelek 
Neutral,Negative,Neutral,Negative,inget hashtag bijakberplastik klaim kemas 100  recycleable aqua  nyata klaim rasa jauh panggang api kalau lihat produksi masif aqua gelas 220ml yg jalan terus  gelas kecil justru jadi salah satu biang kerok sampah plastik 
Neutral,Negative,Neutral,Negative,nah produsen kes abai atur  amp  janji2 doang perintah ambil tindak tegas  mumpung momen hari bumi perlu desak perintah tindak danone aqua soal sampah kemas gelas plastik kecil yg bukti rusak indonesia 
Neutral,Negative,Neutral,Negative,impor sampah plastik bawa risiko besar  meski klaim pilah sampah kandung bahan bahaya  headline
Neutral,Neutral,Neutral,Negative,sobat intress sadar sih kalau bumi makin panas  jangan salahin bumi  bumi makin lelah lihat sampah plastik kian gunung  sampah plastik sachet biasa cuma akhir tempat sampah  haribumi ecooffice kantorramahlingkungan
Neutral,Positive,Positive,Positive,aneka kreasi manfaat sampah anorganik ikut salah satu bentuk manfaat limbah aneka jenis plastik  7 macam  salah satu jadi bahan isi bantal rumah  indonesiadaruratsampah pilahsampahdarirumah wastemanagement climatechange
Neutral,Neutral,Positive,Positive,elledesigntalk  isu sampah makin bikin resah inisiasi sungai design rancang furnitur ergonomis bagai solusi kelola sampah plastik  simak interview sama sang menang harga  future on stage  maison et objet 2024 
Positive,Neutral,Positive,Neutral,2016 plogging sendiri kasih edukasi soal sampah plastik ganti tahun surabaya banyak yg mau peduli start small gpp semua peduli waktu kemarin teman2 yg nemu sampah hepi2 banget
Neutral,Negative,Neutral,Negative,kendala sangat banyak 1  miring lahan sangat terjal 2  banyak batu batu besar gelinding bawah kapan tahan 3  lahan upa pasir 4  banyak pohon pohon besar cabut 5  sampah plastik mana mana 6  sisa lahan
Positive,Positive,Negative,Positive,anak sekolah tugas bikin ecobrick botol minta 1 5 liter  bukan ecobrick konsep manfaat botol bekas  kalau beli botol baru buat isi sampah plastik bukan recycle dong nama
Neutral,Neutral,Negative,Neutral,sahabatbahari coba pilih mana  kalau kamu cinta laut indonesia bukti kurang sampah plastik  tindak kecil kamu laku hari dampak baik laut pilih sahabatbahari kolom komentar sampahplastik
Positive,Neutral,Positive,Positive,hilir memang betul  contoh jangan daun teh tweet misal batubara jadi dme sampah plastik jadi listrik teknologi yg mungkin terap indonesia  amp  angkat sosial ekonomi masyarakat 
Positive,Neutral,Positive,Neutral,hari bumi ingat tiap tindak kecil arti  ayo lindung alam kurang sampah plastik cinta planet rumah sendiri  selamat hari bumi  dukcapil dukcapiljateng dukcapilpurbalingga pemkabpurbalingga purbalingga
Positive,Neutral,Positive,Neutral,gunungpati ubah sampah plastik jadi bbm pemkot semarang dorong uji laboratorium camat gunungpati ubah sampah plastik jadi bbm  pemkot semarang gandeng universitas uji laboratorium dukung inovasi ramah lingkung 
Negative,Negative,Negative,Negative,gin ngelarang bakar sampah fafifunya  warga butuh solusi  kalo ga bakar lalu apa  beri fakta tangan sampah indo khusus plastik emang jelek  hasil bakar sampah jadi alternatif  kalo larang lalu apa 
Neutral,Positive,Neutral,Positive,buat area jogja donasi kesini minimal sampah plastik botol minum cukup bantu dah bbrp kali donasi sampah  donasi bentuk uang buku langsung dm
Neutral,Negative,Neutral,Negative,indonesia sendiri temu banyak 201 kg sampah  79 7  sampah plastik sekali pakai 9 2  sampah plastik daur ulang 
Neutral,Negative,Neutral,Negative,wakil ketua komisi vii dpr ri evita nursanty minta menteri industri  kemenperin  dukung upaya wujud bal bebas sampah plastik sekali pakai larang produksi air minum kemas 
Neutral,Neutral,Positive,Positive,paving block sampah plastik   siapa sangka limbah plastik jadi solusi keren buat halaman taman estetik  bank sampah pepeling daya desa daya ciparay sampah plastik olah jadi paving block ramah lingkung kuat manfaat  semua
Neutral,Neutral,Positive,Positive,kantong kresek bekas pakai kalau kumpul sortir terpacking bahan baku yg nila tinggi pabrik daur ulang plastik cv sumber makmur pasuruan terima sampah plastik kantong kresek olah cuci giling jadi biji plastik lalu
Neutral,Positive,Positive,Positive,rangka ingat hari bumi 2025 usaha elektronik rumah tangga modena laku kunjung ecollabo8 laku inovasi daur ulang plastik bas bal
Positive,Neutral,Positive,Positive,mana pergi selalu bawa botol minum sendiri mati listrik keluar ruang kurang ac nanem pohon pekarang rumah buat pupuk sampah organik daur ulang plastik bekas kha quizharibumitelkom
Neutral,Positive,Neutral,Positive,video buat beras plastik dokumentasi edar video daur ulang sampah plastik jadi pelet putih butir plastik putih  unggah video isi klaim buat beras plastik rupa konten sesat  misleading
Neutral,Neutral,Negative,Neutral,tingkat daur ulang plastik dunia baru 9 persen  sa daurulang limbahplastik pengelolaanlimbah
